0.002	0.001	0.002	0.004	0.004	0.003	0.003	0.003	0.003	0.004	0.006	0.021	0.008	0.004	0.003	0.004	0.006	0.005	0.006	0.018	0.014	0.004	0.005	0.003	0.002	0.003	0.004	0.006	0.003	0.002	0.002	0.002	0.004	0.002	0.002	0.002	0.005	0.003	0.002	0.004	0.002	0.001	0.001	0.001	0.007	0.005	1.014	0.006	0.004	0.004	0.001	0.004	0.002	0.001	0.001	0.003	0.002	0.002	0.002	0.002	0.003	0.001	0.000
0.01	0.003	0.012	0.012	0.034	0.023	0.014	0.025	0.018	0.015	0.02	0.016	0.017	0.016	0.015	0.014	0.016	0.017	0.016	0.016	0.017	0.021	0.015	0.011	0.009	0.011	0.01	0.025	0.033	0.021	0.01	0.014	0.015	0.011	0.01	0.015	0.029	0.05	0.026	0.025	0.011	0.009	0.012	0.003	0.012	0.01	0.013	1.032	0.013	0.022	0.003	0.05	0.015	0.006	0.005	0.007	0.006	0.01	0.013	0.011	0.015	0.007	0.000
0.016	0.003	0.01	0.016	0.017	0.018	0.016	0.018	0.019	0.016	0.018	0.019	0.017	0.017	0.016	0.016	0.021	0.018	0.018	0.02	0.024	0.017	0.019	0.014	0.014	0.017	0.025	0.018	0.019	0.016	0.014	0.014	0.016	0.017	0.013	0.014	0.03	0.026	0.018	0.034	0.021	0.013	0.014	0.008	0.044	0.045	0.018	0.026	1.038	0.016	0.004	0.016	0.026	0.007	0.01	0.016	0.016	0.018	0.024	0.021	0.018	0.01	0.000
0.02	0.008	0.024	0.097	0.034	0.031	0.035	0.041	0.04	0.069	0.043	0.034	0.039	0.045	0.04	0.037	0.034	0.034	0.036	0.036	0.032	0.033	0.039	0.052	0.041	0.043	0.051	0.035	0.038	0.03	0.053	0.06	0.056	0.043	0.043	0.031	0.046	0.089	0.053	0.036	0.008	0.008	0.018	0.006	0.027	0.036	0.024	0.042	0.023	1.063	0.009	0.044	0.034	0.011	0.009	0.025	0.021	0.03	0.034	0.028	0.025	0.016	0.000
0.005	0.002	0.006	0.009	0.01	0.012	0.014	0.012	0.014	0.009	0.011	0.009	0.013	0.011	0.012	0.015	0.012	0.013	0.015	0.011	0.011	0.013	0.015	0.009	0.007	0.01	0.013	0.013	0.015	0.009	0.009	0.009	0.009	0.01	0.007	0.008	0.015	0.011	0.007	0.015	0.004	0.005	0.013	0.003	0.013	0.01	0.009	0.012	0.015	0.012	1.003	0.021	0.014	0.004	0.006	0.006	0.006	0.009	0.011	0.013	0.011	0.005	0.000
0.002	0.001	0.004	0.009	0.004	0.004	0.004	0.005	0.004	0.008	0.005	0.003	0.005	0.011	0.005	0.004	0.005	0.009	0.004	0.005	0.006	0.004	0.005	0.01	0.004	0.005	0.004	0.004	0.005	0.004	0.007	0.079	0.058	0.011	0.01	0.007	0.004	0.009	0.021	0.003	0.001	0.001	0.002	0.001	0.002	0.003	0.005	0.004	0.003	0.01	0.000	1.306	0.003	0.002	0.001	0.002	0.002	0.004	0.004	0.003	0.006	0.002	0.000
0.024	0.019	0.024	0.072	0.036	0.049	0.036	0.048	0.041	0.059	0.042	0.034	0.037	0.046	0.049	0.038	0.034	0.039	0.038	0.038	0.042	0.038	0.051	0.051	0.086	0.079	0.048	0.047	0.037	0.036	0.047	0.053	0.059	0.073	0.049	0.033	0.05	0.058	0.056	0.037	0.012	0.01	0.023	0.011	0.03	0.033	0.029	0.063	0.041	0.07	0.012	0.079	1.071	0.061	0.02	0.031	0.055	0.057	0.055	0.04	0.079	0.022	0.000
0.001	0.003	0.002	0.004	0.002	0.003	0.002	0.004	0.003	0.009	0.003	0.002	0.003	0.003	0.003	0.002	0.002	0.002	0.002	0.003	0.004	0.002	0.002	0.004	0.005	0.005	0.001	0.003	0.002	0.003	0.002	0.005	0.005	0.003	0.011	0.001	0.003	0.002	0.011	0.002	0.001	0.001	0.002	0.001	0.002	0.002	0.004	0.002	0.004	0.002	0.000	0.003	0.003	1.01	0.005	0.001	0.004	0.004	0.003	0.001	0.002	0.002	0.000
0.003	0.001	0.004	0.007	0.007	0.01	0.007	0.007	0.007	0.007	0.007	0.008	0.007	0.007	0.007	0.007	0.009	0.007	0.007	0.008	0.01	0.007	0.008	0.006	0.009	0.007	0.007	0.009	0.007	0.006	0.006	0.014	0.008	0.007	0.007	0.005	0.009	0.008	0.008	0.009	0.002	0.002	0.004	0.001	0.01	0.007	0.006	0.009	0.009	0.007	0.037	0.007	0.011	0.004	1.016	0.005	0.008	0.008	0.012	0.033	0.018	0.006	0.000
0.003	0.002	0.003	0.017	0.005	0.004	0.004	0.006	0.004	0.011	0.005	0.004	0.004	0.005	0.005	0.004	0.003	0.004	0.004	0.004	0.005	0.005	0.005	0.007	0.007	0.008	0.004	0.004	0.004	0.004	0.004	0.006	0.007	0.005	0.005	0.003	0.007	0.006	0.005	0.005	0.002	0.001	0.002	0.001	0.005	0.003	0.004	0.064	0.009	0.004	0.001	0.007	0.021	0.005	0.008	1.06	0.065	0.006	0.004	0.007	0.006	0.003	0.000
0.002	0.001	0.002	0.003	0.004	0.004	0.002	0.004	0.003	0.003	0.003	0.003	0.003	0.003	0.003	0.002	0.003	0.003	0.003	0.003	0.004	0.003	0.003	0.003	0.003	0.003	0.002	0.003	0.004	0.003	0.003	0.003	0.003	0.003	0.002	0.003	0.008	0.01	0.004	0.005	0.002	0.001	0.002	0.001	0.005	0.003	0.003	0.082	0.017	0.004	0.001	0.006	0.017	0.002	0.005	0.021	1.088	0.044	0.013	0.003	0.004	0.002	0.000
0.003	0.001	0.005	0.008	0.008	0.012	0.006	0.013	0.017	0.013	0.007	0.008	0.007	0.007	0.006	0.005	0.006	0.006	0.004	0.005	0.007	0.006	0.008	0.009	0.006	0.005	0.005	0.008	0.005	0.008	0.009	0.01	0.009	0.007	0.01	0.01	0.024	0.106	0.022	0.011	0.002	0.002	0.004	0.002	0.005	0.004	0.004	0.016	0.007	0.008	0.002	0.009	0.009	0.002	0.002	0.003	0.003	1.331	0.101	0.008	0.023	0.007	0.000
0.003	0.001	0.003	0.007	0.005	0.008	0.005	0.008	0.013	0.007	0.005	0.004	0.005	0.005	0.004	0.003	0.004	0.004	0.003	0.004	0.005	0.005	0.006	0.006	0.005	0.005	0.004	0.006	0.004	0.006	0.005	0.007	0.007	0.005	0.006	0.011	0.013	0.1	0.016	0.005	0.001	0.001	0.003	0.001	0.003	0.003	0.003	0.016	0.005	0.019	0.002	0.007	0.006	0.001	0.001	0.002	0.003	0.099	1.246	0.025	0.017	0.028	0.000
0.006	0.000	0.003	0.004	0.003	0.002	0.002	0.003	0.002	0.005	0.002	0.002	0.002	0.002	0.002	0.001	0.001	0.002	0.001	0.001	0.002	0.002	0.003	0.007	0.005	0.002	0.002	0.002	0.001	0.001	0.002	0.003	0.003	0.002	0.008	0.002	0.002	0.001	0.004	0.001	0.000	0.000	0.001	0.000	0.001	0.001	0.001	0.002	0.001	0.002	0.000	0.002	0.003	0.001	0.000	0.001	0.001	0.001	0.001	1.002	0.003	0.001	0.000
0.001	0.001	0.001	0.003	0.001	0.002	0.002	0.002	0.002	0.003	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.002	0.001	0.002	0.002	0.002	0.002	0.007	0.003	0.002	0.002	0.002	0.001	0.001	0.002	0.002	0.002	0.002	0.003	0.001	0.002	0.008	0.004	0.002	0.000	0.000	0.001	0.000	0.001	0.001	0.001	0.002	0.001	0.012	0.000	0.005	0.002	0.003	0.000	0.002	0.001	0.001	0.001	0.001	1.004	0.001	0.000
0.001	0.000	0.001	0.002	0.001	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.005	0.004	0.001	0.001	0.001	0.001	0.002	0.002	0.002	0.003	0.002	0.001	0.002	0.012	0.002	0.001	0.000	0.000	0.001	0.000	0.001	0.001	0.002	0.009	0.003	0.007	0.012	0.002	0.005	0.001	0.002	0.005	0.003	0.002	0.002	0.01	0.001	1.044	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000
